Hindi,Mundari
गतिशील वस्तु की चाल में परिवर्तन कर सकता है।,गतिशील जिनिस रअः चाल के बदलि दड़िआ।
सब को मिट जाना है |,सोबेनकोबु चबःओ गेअ।
खेती अच्छी होगी और अन्न भी काफी उगाओगे।,चांसा बुगिन होबाओःअ ओड़ोः बबाओ पुरअः गेम होबाओएआ।
65. ऊपर बल्ली अन्दर खपड़ा - पत्ते का बना छाता,65. चेतनरे अड़कटा बितररे केचोः। - गुंगु
"भारत के लोग ऐसी ही प्रतिभा से भरे होते हैं – आप, उन्हें अवसर दीजिए और देखिए वे क्या-क्या कमाल कर दिखाते हैं।",भारत रेन होड़ोको नेलेकन प्रतिभा ते पेरेगा कान ताइना को - अम इनकु अवसर ओमा कोम ओड़ो लेलेमें आए -चना:-चना: कमाल केयानते लेल रिकामा।
बहुत आगे निकल जाने पर दो प्रकार का विनती सीखना पड़ेगा और दो प्रचारकें के आने पर ही होगा।,"पुरअःगेङ अयरेनजनरेदो, बर रकम बिनति इतुन होबओअ, अद् बरिअ परचारकिङ हिजुःकोःएनङ।"
"आज 25 दिसम्बर, महामना मदन मोहन मालवीय जी की भी जयन्ती है।","तिसिङ 25 दिसम्बर, महामना मदन मोहन मालवीय जीअः जोनोम दिन तनअः।"
"हाँ, हमारे देश में विभिन्न जाति और गोत्र के लोग रहते हैं।","हे, अबुअः दिसुम रे रोकोम रोकोम जाति रेन को ओड़ोः किलि रेन होड़ो को तइन तना।"
खोलो खोलो मेरी सोना बेटी,निमे निमे अइड.अः रुपा बेटि
"मतुरा-ईसाईयों से कहता है-‘‘आपलोग संवंसार होते तो शायद फलना रंग का बकरा, फलना रंग का एक मुर्गा पूजा करना चाहिए, लेकिन आपलोग ईसाई लोग हैं, इसलिए पूजा करना नहीं बनता है।","मनुरा- किरतानको मेतअकोअ, “अपे जाअः संवंसारकोरेदो होनङ पलना रंगतेन मेरोम, पलना रंगतेन मिअद् सिम बो'गा लगतिङअ; मेनदो अपे किरतानकोगे; एना मेनते बो ́गा का बइओअ।"
"और इतने प्यार से, इतने खुलेपन से, गाँव के इन प्रधानों ने बातें की, हर चीज़ मेरे दिल को छूने वाली थी।","ओड़ोः निमिनङ दुलाड़ ते, निमिनङ खुलेपन ते, हातु रेन ने प्रधानको जगर केदा, सोबेन जिनिस अइञअः मोन सुरूद के जुटिद जद तइकेना।"
"इस गंभीर आपदा के बावजूद हमने, अनेक क्षेत्रों में अपनी गतिविधियों को सफलता-पूर्वक आगे बढ़ाया है।","ने गंभीर आपदा रेअः बावजूद अबु, इसु पुराः टयद् रे अपनअः गतिविधि को सफलता-पूर्वक अयर बढ़ाव ताना।"
क्या आँचल में बांध कर रखी हूँ?,चनअः आचोंड़ो रेचिङ टोडोम तदा?
"खेत बनाने वाले बुढ़ा - बुढ़िया या भगवान को मनने और याद करते हुए घर में मिसा जता है, घर सभी लोग एक दिन सोचकर के यह विधि विधान या पूजा निर्धारित किया जाता है।","ओते बइ केन हड़म - बुढ़िया च भगवान मइन ओड़ोः मनरङ लोः ते ओड़अः रे कुलगिअ, होनोपोन मियद दिन मुंडि रे नेअ नेग च बोगा मनतिङ नेन्डाओ तना।"
लेकिन उन्होंने अपने इस ऐतिहासिक दायित्व को बहादुरी से पूरा किया और देश को एक ऐसा कल्पनाशील दस्तावेज़ दिया जिसमें राष्ट्रीय एकता को बनाए रखते हुए विविधता के प्रति गहरा सम्मान दिखाई देता है।,मेनदो इनकु अना ने एतिहासिक दायित्व को बहादुरी ते पूराव केदा ओडो दिशुम को मिद नेका कल्पनाशील दस्तावेज ओम केदा आनाः रे राष्ट्रीय एकता को बाई जोगव तन लो विविधता रआ प्रति इकिर सम्मान लेलो तना।
मैं इसे एक अच्छी निशानी मानता हूँ।,अइञ् नेआ को मियद् मजा निशानाइञ् मनातिङ जदा।
1980 तक उच्च जन्म दर एवं मृत्यु दर में लगातार गिरावट के कारण जन्म दर तथा मृत्यु दर में काफी बड़ा अंतर आ गया एवं इसके कारण जनसंख्या वृद्धि दर अधिक हो गई।,1980 सनते अदिका जोनोम दर ओड़ोः गोनोए दर रे सेसेन तन उयु रेअः सुसि जोनोम दर ओड़ोः गोनोए दर रे इसु मरङ ओनतोर हिजुः जना अर नेअः रअः चलते होड़ो लेनेका पोसइ दर अदिका होबा जना।
इस संदर्भ में मुझे महात्मा गांधी का स्मरण होता है।,नेया संदर्भ रे अञ महात्मा गाँधी के हुनार नमिअञ।
पूराने गाने और वर्तमान के गाने का समय लिखें उदाहरण सहित।,पुरना दुरङ (मारि) आद ने सोमोए रेआ दुरङ रे चिकन बिनगा को मेना ?
राजू के पिताजी पौधों को पानी दे रहे थे।,राजूअः अपुते दरू को दअः पटव तन तइकेना।
सदस्यों की संख्या अधिक होने के कारण इस तरह की बैठक में मिलने की सभावना रहती है।,सदस्या कोअः संख्या पुरअः मेनअः कारण ने दुनुब रे ... नमोः रअ सोंजोको मेनअः।
"हमने प्राकृतिक आपदा के कारण ग्लोबल वार्मिग के कारण Infrastructure का जो नुकसान होता है, उसके लिए दूरगामी व्‍यवस्‍थाओं की जरूरत है।","अबु प्राकृतिक आपदा रअः चलते (ग्लोबल वार्मिंग) ओते लोलो रअः चलते इनफ्रास्ट्रकचर के जे नुकसान होबअःओआ, एना को मेनते दुरगामी जुगुतुको रेअः जरुड़ु मेनअः।"
इसके बाद समझौता होेता है।,एनाते बपाई होबाओतना।
"इस तरह हमारे घर वाली और लोचोन के तरफ से भी दो नाते होंगे, दोनों औरतों के रास्ते से वह लोचोन को जीजा कहेगी और हम दोनों पुरूषों के रास्ते से उनको ज्येष्ठससुर कहेगी।","एनकादो अले ओड़अःरेनको ओड़ोः लोचोनरेओ बरिअ नता होबओअ; कुड़िकिङअः होरोते, लोचोनए तेनजङअइअ, अद् अलङि कोड़ाकिङअ होरातेदोए बउहोनजरअइअ।"
वह एक समाज सुधारक थे।,इनिः मियद् समाज सुधरव निःअए तइनकेना।
"सिरिपाटी आदमी-पता नहीं, इसे मैं नहीं जानता।",सिरिपटि होडो - इदु’डोः एनादो काइड. इतुअना।
"इस प्रदेश में भी हमलोग देख रहे हैं कि महुआ के मद्य से वे तन्दुरूस्त नहीं हो रहे हैं,",ने दिसुम रेओ दङबु लेलजद्कोअ होड़ोको अरकिते काको किरितना;
इस प्रक्रिया में हम सिर्फ़ उन घटनाओं पर ज़ोर देते है जो उस कहानी को पेश करने में मददगार होती हैं।,नेअ कजिकमि रे अबु एन घटना कोरे जोर बु ओमेएअ  ओकोअ एन कानि अयर ते अगु रे देंगा नमोअ।
"उसी के मुताबिक, 8 सितंबर, 1993 को कार्मिक एवं प्रशिक्षण मंत्रालय ने एक और आदेश जारी किया।","एना रेअः मुताबिक, 8 सितम्बर, 1993 रे कार्मिक ओड़ोः प्रशिक्षण मंत्रालय मियद् ओड़ोः हुकुमए जारी लअः।"
इन दिनों जो मैं शिलान्‍यास कर रहा हूं न आप लिख करके रखिए उसके उद्घाटन भी आप सब ने मेरे नसीब में ही छोड़े हुए हैं।,निमिर जे अञ सिलान्यास तनङ नि आपे ओल केते जोगावेपे एना को रअः उदघाटन ओ आपे सोबेन अञअः ससीब रे गे पे बागेआ कदा।
"संत रविदास जी के संदेशों ने हर तबके, हर वर्ग के लोगों को प्रभावित किया है।","संत रविदास गोमकेयअः संदेश सोबेन तबका,सोबेन वर्ग रेन होड़ोकोके प्रभावित कद् कोअए।"
इसी नवजात शिशु का नाम फणिमुकुट राय नाम था।,इनिआ लुतुम गे फणिमुकुट राय को साकी किआ।
"बन्डुआ - तुम्हारा कहना सही है, मेरे द्वारा पहले नाम लिये गये जातियों के अन्त में ‘‘मुण्डा’’ कहे जानेवाला शब्द कभी भी नहीं जुड़ेगा, इसलिए वे अलग जाति के हैं।","बनडुअ - अमअः कजि असलगेअ; सिदातेङ नतुमकेद् जतिको रअः नुतुमकेद् टुनडुरे ""मुनडा"" मेने कजि चिउलाओ का जोटोगोअ, एना मेनते इनकु एटअः उतर जतिकोगे।"
कौन हिंदुस्तानी होगा जिन्हें हमारी इन बेटियों पर नाज़ न हो ! मैं इन बेटियों के जज़्बे को सलाम करता हूँ और मैंने उनसे कहा है कि वो पूरे देश के साथ अपने अनुभवों को साझा करें |,अइञ ने कुड़ि होन कोअः जज्बे के सलाम जदा ओड़ोः अइञ इनकु के कजिअद् कोअः चि इनकु गोटा दिसुम लोओते अपन होबाकन हाल को उदुबेका।
"इसकी व्यवस्था सरकार को लोगों के सहयोग से
करनी होती है, अन्यथा यह असफल हो जाएगी। उदाहरण के लिए —
मच्छरों को पैदा होने से रोकने के अभियान को सफल बनाने के लिए
यह सुनिश्‍चित करना पड़ेगा कि क्षेत्र के सभी लोग अपने कूलरों व घर
की छतों आदि पर पानी एकत्र न होने दें।
हमारे संवि धान के अनुसार लोगों के हित को सुनिश्‍चित करना और
सबको स्वास्थ्य सेवाएँ प्रदान करना सरकार का प्राथमिक कर्त्तव्य है।",चिलकातेचि सिकिड़िको आलोकाको जन्मोका इनारोकाओराः दाड़िमेनते निआ सुगाड़ाते खोचाओरे तेबाः लगातिङआःचि हेङडे ताइङतन होड़ोको आकोआ कूलररे ओड़ा रेआ चेतानरे दाःआलोपे जामारिकाएआ आबुःआ संविधान लेका होड़ोकोआ भलाईरेआ सुगाड़ातो रेकादाड़ि ओड़ो सोबेनको स्वास्थ्य देपेङगा ओमेआ सरकारराः ऐटेराः कामि हेके।
बिचारपुर को Mini Brazil कहा जाता है।,"बिचारपुर गे Mini Brazil को मेता: I Mini Brazil नेकाले काजिओ ताना चिआचि एन हातु रे ने सोमाय फुटबाल इनुङ को सिर जाओ ताना' छुडिड, दिन' अठाउरि सिदा रे आज शहडोल तेज सेनकेना दो रचता, रे सोबेन Football इनुङ चंगाड़ा कोलो: लेपेल होबालेना।"
यह विश्व औसतन 26 प्रतिशत से मिलती - जुलती है।,नेअ विश्व औसतन 26 प्रतिशत लोः मिलओःअ।
उसके बाद कोण्डा के उपर धान मां को डाला जाता है।,एना ते कोण्डा चेतन रे बाबा एंगा दुलोः तना।
"कद्लड. कोअ भी बुला लाते, लेकिन वह जंगल चला गया है।","कलङ होनङ नाअ: बु रअ: इतेअ, मेनदो :बिरति जना।"
आधुनिक infrastructure पर खड़ी होती है।,आधुनिक infrastucture चेतान रे तिंगु ताइना।
"साथियो, हाल के दिनों में जो प्रयास हुए हैं, उनसे संस्कृत को लेकर एक नई जागरूकता आई है। अब समय है कि इस दिशा में हम अपने प्रयास और बढाएं।","सोंगेको,नड़ेः सोमय कोरे ओकोवा कमि को होबा कना,एना कोते संस्कृत नतेनते मियद नावा एयानेन हिजुवा कना। नाअ सोमय मेनाः चि अबु ने टयद रे अपनः कमि ओड़ोःबु संगिइका।"
मन की बात की 105वीं कड़ी में प्रधानमंत्री का सम्बोधन,मन की बात रक्षा 105वीं कड़ी रे प्रधान मंत्री आ सम्बोधन
जैसे कि मुसलमान और हिंदू।,चिलका चि मुसलमान (तुडुकु) हिन्दु (दिकू)।
इससे असमर्थ गरीब आदमी परेशान हैं।,एनकाते पएसा का दड़ितन रेगेः होड़ोको कबुतना ।
"बहुतों से सुना गया है, चुड़ैल बन जानेवालियां अपने नातियों को और उनके मर जाने से छोड़े हुए बच्चों को गुदगुदातीं हैं, बघइया प्रेतात्माएं हुए वाले उनके अपने भाईयों में भी बाघ को इशारा करते हैं, जल दह में पानी से डूब के मरनेवाले, अपने भाईयों को भी डूबा के मार देते हैं।","पुरअःसा अयुमकअकना, चुरिनजनको अकोअः कोड़ाको ओड़ोः अकोअः गोएः बगेअकन बलेः होनकोको गोरेकोअ; बघइअ बोंगाजनको अकोअः हगाकोरेओ कुलाको लिलिअविअ; इकिररे डुमबुइः गोएःजनको, अकोअः हगाकोओको मङगिरिकोअ।"
"मुझे कई देशवासियों के पत्र मिले हैं, जिनमें उन्होंने 100वें episode के बारे में बड़ी जिज्ञासा प्रकट की है।",अइंञ इसु पुरअः गोटा दिसुम रेन होड़ोः कोवा चिटिः कोइंञ नमाः कदा एनारे इनकु 100 वें episode रेअः बारे रे इसु मरंड. सनंड. लोःतेको उदुबाः कदा।
बहुत दूर की बात तो क्या कहूँ!,पुरअः संगिनरअः दो चिअःइङ कजिअ !
उस जिला के अन्दर ही एक कड़ोकोम संडी नामक गाँव था।,एना जिला बीतर रेगे मियद् कड़ोकोम संडी नुतुम हातु मेनआ।
इससे जमींदार भयभीत हो गए।,एनाते जमींदार को ओड़ोः को बोरो केदा।
उनकी कहानियों में समूचे भारत का मनोभाव समाहित है।,इनिअः काहनिको रे कोटा भारत रेअः मनोभाव मेसाकना।
हरतिङजन चि चोकेअ: उरि: कोए ओम रूड़ाअ: इअ ओड़ो: आधा राइज आद् होनकुड़िओ ओमो:ए टोओ: जना।,हार जाने के बाद मेंढ़क के बैलों को वापस लौटा दिया और आधा राज्य और अपनी बेटी भी उसे देनी पड़ी।
"लेकिन वे लोग पहले के असुर के वंशज हैं या दूसरे तरह के, इसके बारे में मैं कह नहीं कह सकता।","मेनदो इनकु सिदारेन हसुर जमाकोगे चि एटअःकोगे, एनादो काइड. कजि दडिअ।"
सागर बेटे अपनी माँ का कामन करने और भाइयों और मेहमानों को भोज करने के बारे सोचा।,सागर बाबू अएअ एंगा तेअ हंरि बोल रकब च भोज मंडी हगा कुपुल को ओमे उडुः केदा।
"बन्डुआ-हमलोगों को परेशानी होगी, लेकिन इतने पर भी करना ही पड़ेगा।",बनडुअ  - कोएदे दोले कोएदेओअ ; मेनदो इमिनरेओ रिकालेरे एनड.।
"जैसे-जैसे समाज में अंतर बढ़ने लगे, लोग जातियों और उपजातियों में बाँटे जाने लगे और उनकी पृष्ठभूमि और व्यवसाय के आधार पर उन्हें समाज में ऊँचा या नीचा दर्जा दिया जाने लगा।","चिलका-चिलका समाज रे बिपिनगा संगि जना, होड़ो को जाति ओड़ो: उपजाति रेको हटिङ इदि जना ओड़ोः इनुकअः पृष्ठभूमि ओड़ो: व्यवसाय रअः आधार ते इनकु के समाज रे मरङ च हुड़िङ दर्जा ओम केद् कोआ जना।"
पहले के वक्त मे मुंडाओ मे रक्त से ही सिंदुर व विवाह हुआ करता थे।,सिदा मुण्डा कोरे मयोम तेगे सिप्दुरी च अड़ान्दी होबाओ तनकेना।
इन जानवरों को बिरहोर लोग ही काबू कर सकते हैं।,इनकुदो बिरुडुको एनड. कबुकोत्र्प्र।
अनेक वैष्णव मंदिरों में भी भगवान के पट्ट नहीं खुले।,इसु वैष्णव मंदिर रे भगवान राः पट्ट का निःजाना।
स्वामी चेन्नई में 9 दिन ठहरे ।,स्वामी चेन्नइ रे अरे (नौ) दिनए ताइनजाना।
"गोन्डा-चलिए, मामा बताईये।","गोनडा -मर, ममु कजिलेमे।"
हमारे देश में दराँती की सहायता से हाथ द्वारा कटाई की जाती है (चित्र 1.7) अथवा एक मशीन का उपयोग किया जाता है जिसे हार्वेस्टर कहते हैं।,अबुअः दिसुम रे दराँती रेअः देंगा ते तिः ते इरि आको  (चित्र 1.7) च मियद् मशीन रअः उपयोग रिकाओ तना ओकोआ हार्वेस्टर कजिआको।
उन्होंने शहद उत्पादन का काम शुरू किया। Quality Check के लिए लखनऊ में अपनी एक लैब भी बनवाई।,इनकु हुरूम सुकु रासे उत्पादन रआ कामि एटे कदा।  Quality Check मेनते लखनऊ रे अपना मियद लैब ओ वइरिका तदा।
"इलाके में उनके भक्तों की कमी न थी, इसलिए उसके एक आह्वान पर हजारों-हजार ग्रामीण लड़ाई में उतर गये।",इलाका रे अएअः होड़ो को पुरअः गेको तइ केना एना मेन्ते ने लड़ाई रे पुरअःगे संगि होड़ो को अड़गुन जना।
अभी तक आरोपी की गिरफ्तार नहीं हो सकी है।,नअः जाकेद आरोपी कए साबाकनए।
1970 ई0 में देश के इस महान सपूत की मृत्यु हो गई।,मिद् हजार इरिलिया सौ अपि हिसि गेलेया (1970) ई० रे दिसुम रेन  मइनन मरङ गोमकेअ: गोनोःए होबा जना।
हमारे यहाँ एक बहुत पुराना श्लोक प्रचलित है –,अबु तअः मियद् बेसे पुरना गमु उमिअःकना –
"बुढ़िया-‘‘ हां, बाबू ,इस तरह बात करने पर थोड़ी सी दिल में शान्ति का अनुभव होता है, लेकिन बुढ़ा और वह युवक कहां पर नरबलि दिया गया कहके ही मैं बहुत चिंता कर रही हॅू।","बुड़िअ, ‘‘हे’, बबु; नेका जगरलेरे हुड़िङ लेकादो जी कतिरगे अटकरोअ; मेनदो हड़म ओड़ोः एन दंगड़ा ओकोरेको ओनडोकाकेद्किङअ चि मेनतेगे पुरअःइङ उड़ुःतना।"
इनके जदुर-गीतों की संख्या बसे अधिक है और मौसम के विस्तार-भर में फैले होने पर भी इनका पर्व से अन्य सारे गीतों की अपेक्षा अधिक सम्बन्ध है।,निकुवआ जदुर दुरङको रअसनंगी अदिका मेनअं ओड़ओ-सा-रअ पिनिन्तर बारि रे पसरओकन रेओंगे अकोवआ परबअते एटअ जोतो दुरङको रअ असरा पुरअते सम्बन्दि मेनअं।
कुछ मुंडा लोग स्वंय को “होड़” कहने लग।,"अबु मुनु नुतुम दो ""होड़ोगे"" तइकेना होनङ।"
"इनको पालने में खर्च भी काफी कम आता है, और ये भारतीय माहौल में ढ़ले भी होते हैं |","निकुः असुल रे खरचाव इसु हुड़िड. गे होबावआ, ओड़ोः निकु भारतीय माहौल रेको हेवा कन ताइना।"
एना मेन्ते अपन अपन ससंकिर संगिते सुसर केआते हराए लगतिङअ ।,इसलिए अपनी अपनी संस्कृति को एक साथ मिलकर सेवा करते हुए आगे बढ़ाना चाहिए।
यह भूल न जायें कहके रूपया में और टिकट में केवल सिर छापा जा रहा।,एना अलोका रिड़िड.ओ मेनते टकारे ओड़ोः टिकिलिरे बोः बारि चपाओःतना।
कुछ लोग कन्या देखने के लिए गए।,हुड़िंग लेका होड़ो को बोरोसो लेल को सोनोः जना।
"साथियो, कल यानि 30 अक्टूबर को गोविन्द गुरु जी की पुण्यतिथि भी है।","सोनगे को, गपा 30 अक्टबूर रे मइनन गोविन्द गुरू किनः पुण्यतिथियो तनाः।"
"निःस्वार्थ भावना वाले नागरिकों और समाज से ही, एक निःस्वार्थ भावना वाले राष्ट्र का निर्माण होता है।","निःस्वार्थ भावना लेकन नागरिक को ओड़ोः समाज कोतेगे, मियद् निःस्वार्थ भावना लेकन राष्ट्र रअः निर्माण होबावआ।"
उनकी सीट ऊपर की बर्थ में है और उन्हें ऊपर चढ़ने में बहुत परेशानी है।,इनिअः सीट चेतन बर्थ रे मेनअः ओड़ोः रकब रे पुरः बलय मेनअः ।
बन्दर के आने की बात जान कर लड़की ने राजा को चटाई में छिा दिया।,एन हुलंङ एन धंगड़ी राजा कोड़ा पाटी रे उकुकिया।
कभी-कभी उन भावों को जीने का प्रयास करता रहूँ।,मोसा-मोसा एन बोरोन को के जीदेन रअः प्रयास रिका कातेअइञ।
मैं दो तीन आदमियों के बराबर बात कर सकता हॅू।,त्र्प्रइड. बर त्र्प्रपि होड़ो इमिनड.दोइड. जगरेत्र्प्र।
"किस तरह से हिसाब करने के बाद, हमलोगों से सही करवायेगा, हम अनपढ़ आदमी, हमलोग नहीं जानते हैं।","चिलका हिसाब्केद्तेए सहि रिकाकेद्बुअ अबु, डोनडो होड़ोको, काबु इतुअना।"
पुरना जो कि समाज में मानते आ रहे राज्य सरकार अपना बनाकर राज्य सम्पति के लिए क्रय - विक्रय के कानून से आदिवासी के जमीन अन्य - अन्य कम्पनियों को सौंपने का प्रयास कर रही है।,पुरना ओकोअः समाज रे मनातिङ अगुअः कना राज्य सरकार अयअः कानून बइ केअते राज्य सम्पति मेनते रिकिङ अकरिङए रअ कानूनते आदिवासी कोअः ओते एटअः एटअः कम्पनी को ओमा कोरअः को जुलुङ तना।
"तुम बाबू, रिड़ु, युवती को पसन्द कर रहे हो तो लोटा का पानी स्वीकार करो।","अम, बबु रिड़ू, दंगिड़िम सुकुतनरेदो, लोटा रअ: दअ: तेलाकेम ।"
"सिर पर पानी भिंगा कर क्या डरा जाता है ?""",बो': सिपितद्ते चि होलद्इ बोरोअः ?
"समृद्ध मृदा आवरण, प्रर्याप्त पानी की उपलब्धता एवं अनुकूल जलवायु के कारण कृषि की दृष्टि से यह भारत का अत्यधिक उत्पादक क्षेत्र है।",मरंङ मृदा आवरण मेनाः तेअः दअः को तइनोः (उपलब्धता) च (अनुकूल) दअः होयओः रेअः लेकाते चासा रेअः लेलेल मेद ते नेअः भारत रअः इसु पुरअः उत्पादक टांव तना।
जैसे जीवन में गुरु का महत्व समझाने के लिए कहा गया है –,चिलका चि जिनिद रे गुरूआः मइन बुझावेन मेन्ते कजिअकना -
अनवीकरणीय संसाधन वे संसाधन हैं जिनका भंडार सीमित है।,नेया भंडार मिसा चाबा जनते एना का नाम दड़िवआ चा भंडार बइ रे हज़ारों सिरमा लगाव दड़िवआ।
दूध-भात लूट पाट से दोनों पसीना-पसीना हो रहा है।,तोआ मंडि रेपेः तेकिन बले बाल तना।
और हेटेटेयो पक्षी बनोगी।,एनाते कमिड़ि कुड़िताः तेए सेनोः जना आद्ए सराप किया अम सिरमा कटा केयातेम गितिइया ।
"भगवान ने कहा, तुम्हारी सारी जाति ही ऐसी हो जायेगी।",एनते भोगोमन मेन केद-कय अपे दो जति रेपेतैन ररया रूरूयु पे सेन बड़य।
"चुआं के पास से लको के वापस आने पर वे दोनों उनसे कह रहे हैं-‘‘ऐ, लको, अभी से ही हमदोनों आपको बात समझा रहे हैं, राजा आपको पूछेंगे, चावल दानों का अनुष्ठान करने जाते हो क्या, सिर धुन सकते हो क्या, प्रेतात्मा को पहचान सकते हो क्या ?",डडि तअःएते लको रुअडलेनचिकिड. मेतअइतना हे लको नाअःरेलिड.कजि बुजवजदमेअ रजा कुलिमेअ चउलिजड. इतुअना चि ? रुमेनेम दडिअ चि ? बोंगाम पिचअः दडिअ चि ?
"अञ् उदुबइञ् पे, अञ् इनिञ् सबिआ।",हमें बताओ हम उसको पकड़ेंगे।
बाजार के अलावा और कहाँ बिकती है।,पीटिअते ओड़ोः एटअः तअः रे कोतअः रे अकिरिङओ तना।
"मेमसाहब अजीब महिला थीं,","मैडम हुड़िः एतकन एराए तइकेना,"
"ढुकुरा - वही; इसी से हम दुविधा में हैं; नहीं तो, तुरंत ही घुसेड़ निकाल देते।","दुकुरा - एनेः एनातेगे दङबु दनदा'कना; कारे, रोकागेबु सोबोः उड़ुङकिङ होनङ ।"
"इसके बाद गोन्डा ने कहा-यही है और, शगुन नहीं बनने पर, आपलोगों ने मेहमानी नहीं किया, ठीक ही हुआ।","एनते गोनडा मेनकेदा, -एते‘ दो त्र्प्रोड़ोः, एरे का बइजनचि कापे कुपुलकेदाः टउकागे रिकाजना।"
सभी खेतों में एक एक कुआँ खोदो और उससे सिंचाई करो।,जोतो ओते को मोपोयोद डड़ि उररिकए में अद् एनाते पटओएमे।
अनायुम कहानिको रे राजकुमारीकोअ: दशा दो सहरव नमे लेका गेआ।,लोक कथाओं में राजकुमारियों का दशा तो गौरवान्वित ही है।
"Saint Luke के Gospel में लिखा है “जीसस ने न केवल गरीबों की सेवा की है, बल्कि गरीबों के द्वारा की गयी सेवा की भी सराहना की है” और यही तो असली empowerment है।","सेंट ल्यूक रेन Gospel रे ओला कदा “जीसस रेंगे-रबङ कोके बारि दो का, मेनदो रेंगे-रबङ कोअः ते एमा कन देंगा रअःओ सहराव कदा” ओड़ोः नेअः गि दो सनरति empowerment तनअः।"
ऐसा ही दस्तूर किया गया है।,एनकागेको दस-तुरतदा।
बन्डुआ - वह नहीें मांगा था।,बनडुअ - असिदो काए असिकेना।
"ढुकुरा ने कहा, ""हम ही नहीं जलाएँगे; वे ही जलावें, हम लोग तो उनकी टाँग तोड़ेंगे।""","दुकुरा मेन- केदा, ""अबुते सोएः काबुअः; अकिङगे सोएःलेका; अबुदो अकिङअः कटाबु कोड़मअ ।"""
इस सैप स्वप्न से बिरसा की छतहटहट से का पता चलता है।,नेआ कुमुते बिरसाआः मन रेआ छटपटाओ टोर जाना।
वे सोने के खड़ाऊँ पर घर लौट चले।,इनकु समड़ोम रअः कटुः तेए कटुः न जन चि सेनोः जना ।
"इसके लिए स्थानीय एजेंसियां, स्वयंसेवी संस्थाएं और स्थानीय लोग, मिलकर, save चिटे लुई action plan भी चला रहे हैं।","नेआ मेनते नंङ रेन एजेंसि को स्वंय सेवि संस्था को ओड़ो: नंङ रेन होड़ोको, मिसाते जोड़व को:एते, save चिटे लुई action plan को चलव जदा।"
अब तक का सबसे विशाल सुनामी 150 मीटर मापा गया था।,नआ सानते रेआ सोबेना ते मरङ गरङ सुनामी 150 मीटर नापिआकना।
वो मान-सम्मान के लिए काम नहीं करते हैं लेकिन उनके कार्य के कारण हमें प्रेरणा मिलती है।,ने लेकन होड़ोको मान-सम्मान नमोःका मेनते काको कमि तना मेनदो इनकुअः कामि रेअः करनते अबु प्रेरणा नमोः तना।
यहाँ तक कि दूसरी औरतों के साथ आधी रात  तक नाच गान करने पर भी वह अपने पति को एक शब्द तक नहीं बोलती थी ।,निमिन जाकेद चि एटाः कुड़िहोन को लोः आदिङ निदा सुसुन-दुराङ रेओ कोड़ा के मिद मोचा काएः काजिआइः ।
"उन्होंने कहा कि – आप इतने साल से पी.एम. हैं, इतने साल सी.एम. रहे, क्या आपको कभी लगता है कि कुछ कमी रह गई।","इनिः काजि केदए चि- अम निमिन सिरमा ते पी. एम. मेनामा, निमिन सिरमा सी. एम. तइ केनम, चिनअः अमके जेता इमतङ नेका अटकारोअ चि जांनअः रअः जंजि तइन जना।"
"नन्दी - खून पतला हो रहा है यह सही है,",ननदि - मयोमगे दअःतना एनादो हे’गे;
"लेकिन मैंने बहुत लोगों से सुना है कि तीर से सियार को मारने से तीर का जाति चला जाता है, सियार को काटने वाला बलुआ या तलवार का जाति चला जाता है, पेड़ को काटने पर भी और नाखून को काटने पर भी जाति चला जाता है कहके।","मेनदो इसु होड़ो कोइङ अयुमअक‌द्कोअ तुभु तुइङकोःते सा’र रअः जति सेनोअ, तुयु मअःकेनते कपि च तरउड़िरअः जति सेनोअ, दरु मअःतरेओ ओड़ोः सरसर हदेनतेरेओ जति सेनोअ मेनते।"
